,Season,assists,avgBreakThrows,avgClearances,avgFouls,avgInterceptions,avgKeyPass,avgPassCenters,avgPassLong,avgPassLongAccuracy,avgPassShorts,avgPassShortsAccuracy,avgPasses,avgPassesAccuracy,avgSaves,avgShotTargets,avgShots,avgTackles,countGames,country,firstMatch,groupName,matchMinutes,playerId,playerName,playerNameEn,playerNum,playerPhoto,playerPhotoShirt,playerPosition,redCards,replaceMatch,scores,season,team,teamId,teamImg,yellowCards
0,2014,,,1.0000,0.0000,5.0000,,,,,,,,,0.0000,,,6.0000,30,,1,,,1042,糜昊伦,,14,,,后卫,,0,,,山东鲁能泰山,1001,http://csfile.oss-cn-hangzhou.aliyuncs.com/teamlogo/luneng_s.png?Expires=4600490289&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=M8HG%2Feq7hYgDaOortkhw95KSnMo%3D,
1,2014,,,2.5000,0.5000,2.5000,,,,,,,,,0.0000,,,4.0000,30,,1,,,1313,张永海,,39,,,后卫,,1,,,上海申鑫,1006,http://csfile.oss-cn-hangzhou.aliyuncs.com/teamlogo/shenxin_s.png?Expires=4600490291&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=Gkw0TTAz7w2jmQ1ksaMfX0v2wSY%3D,
2,2014,,,2.0714,1.7500,5.5714,,,,,,,,,0.0000,,,3.8571,30,,28,,,1277,蔡慧康,,6,,,后卫,,0,,,上海上港,1008,http://csfile.oss-cn-hangzhou.aliyuncs.com/teamlogo/dongya_s.png?Expires=4600490291&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=lRspDf1kmJJzAq2BQyy0mbiL0Rg%3D,
3,2014,,,2.5926,2.5185,5.8148,,,,,,,,,0.0000,,,3.8148,30,,27,,,1528,亚当休斯,,8,,,中场,,0,,,哈尔滨毅腾,1015,http://csfile.oss-cn-hangzhou.aliyuncs.com/teamlogo/yiteng_s.png?Expires=4600490292&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=TJMrPOrv3xmhKeEHdOR6uQ0T73Y%3D,
4,2014,,,3.0000,0.0000,3.5000,,,,,,,,,0.0000,,,3.5000,30,,2,,,1443,阎世鹏,,3,,,后卫,,0,,,长春亚泰,1013,http://csfile.oss-cn-hangzhou.aliyuncs.com/teamlogo/yatai_s.png?Expires=4600490292&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=FqK17LVI0F3CXbbHAmjcNJ7PRKA%3D,
5,2014,,,1.2500,1.0000,3.2500,,,,,,,,,0.0000,,,3.2500,30,,3,,,1320,王亮,,17,,,中场,,1,,,大连阿尔滨,1004,http://csfile.oss-cn-hangzhou.aliyuncs.com/teamlogo/aerbing_s.png?Expires=4600490290&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=bsaW3O7p7bMGU%2FWmh3QWZ7L5AvM%3D,
6,2014,,,1.0000,0.0000,1.0000,,,,,,,,,0.0000,,,3.0000,30,,1,,,1325,王珐,,33,,,中场,,0,,,辽宁盘锦宏运,1009,http://csfile.oss-cn-hangzhou.aliyuncs.com/teamlogo/hongyuan_s.png?Expires=4600490291&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=mA17jKqo2KO5RVOAAY5l%2FI4oi%2B4%3D,
7,2014,,,1.8636,1.8636,4.3636,,,,,,,,,0.0000,,,2.8182,30,,22,,,1220,叶重秋,,13,,,中场,,0,,,上海申鑫,1006,http://csfile.oss-cn-hangzhou.aliyuncs.com/teamlogo/shenxin_s.png?Expires=4600490291&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=Gkw0TTAz7w2jmQ1ksaMfX0v2wSY%3D,
8,2014,,,2.6000,1.4000,4.6000,,,,,,,,,0.0000,,,2.8000,30,,4,,,2454,外力,,13,,,中场,,1,,,河南建业,1014,http://csfile.oss-cn-hangzhou.aliyuncs.com/teamlogo/jianye_s.png?Expires=4600490292&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=1v%2BjOKMaeEr8PseCKKhr7%2FBFYi8%3D,
9,2014,,,2.3600,1.7600,3.8000,,,,,,,,,0.0000,,,2.7600,30,,25,,,1415,任航,,23,,,后卫,,0,,,江苏国信舜天,1012,http://csfile.oss-cn-hangzhou.aliyuncs.com/teamlogo/suntian_s.png?Expires=4600490292&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=HQySIVe1I39a8AjMWz%2BF8QdpYbE%3D,
10,2014,,,1.2000,1.9000,5.5000,,,,,,,,,0.0000,,,2.7000,30,,17,,,1018,郑智,,10,,,中场,,3,,,广州恒大淘宝,1000,http://csfile.oss-cn-hangzhou.aliyuncs.com/teamlogo/hengda_s.png?Expires=4600489802&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=i%2BDTRxN52TXNdswfXDZsmNudsAU%3D,
11,2014,,,1.4000,1.9000,3.5000,,,,,,,,,0.0000,,,2.7000,30,,19,,,1355,李本舰,,7,,,中场,,1,,,河南建业,1014,http://csfile.oss-cn-hangzhou.aliyuncs.com/teamlogo/jianye_s.png?Expires=4600490292&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=1v%2BjOKMaeEr8PseCKKhr7%2FBFYi8%3D,
12,2014,,,1.0455,1.0909,3.8182,,,,,,,,,0.0000,,,2.6818,30,,22,,,1151,吕鹏,,8,,,中场,,0,,,北京国安,1002,http://csfile.oss-cn-hangzhou.aliyuncs.com/teamlogo/guoan_s.png?Expires=4600490289&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=eL5N4uTUQOyuGh6YAbViWPrmHjA%3D,
13,2014,,,4.0345,0.7241,5.5862,,,,,,,,,0.0000,,,2.6207,30,,29,,,1341,埃德尔.利马,,3,,,后卫,,0,,,天津泰达权健,1010,http://csfile.oss-cn-hangzhou.aliyuncs.com/teamlogo/taida_s.png?Expires=4600490291&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=QW6f3wZatDBCPMSRI%2FCTsWV%2F%2B%2BU%3D,
14,2014,,,0.8214,1.8571,4.0357,,,,,,,,,0.0000,,,2.6071,30,,27,,,1083,马季奇,,5,,,中场,,1,,,北京国安,1002,http://csfile.oss-cn-hangzhou.aliyuncs.com/teamlogo/guoan_s.png?Expires=4600490289&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=eL5N4uTUQOyuGh6YAbViWPrmHjA%3D,
