,Season,assists,avgBreakThrows,avgClearances,avgFouls,avgInterceptions,avgKeyPass,avgPassCenters,avgPassLong,avgPassLongAccuracy,avgPassShorts,avgPassShortsAccuracy,avgPasses,avgPassesAccuracy,avgSaves,avgShotTargets,avgShots,avgTackles,countGames,country,firstMatch,groupName,matchMinutes,playerId,playerName,playerNameEn,playerNum,playerPhoto,playerPhotoShirt,playerPosition,redCards,replaceMatch,scores,season,team,teamId,teamImg,yellowCards
0,2014,4,,,,,,,,,,,26.7857,,0.0000,,,0.7500,,巴西,25,,2251,1025,埃尔克森,Elkeson,9,http://csfile.oss-cn-hangzhou.aliyuncs.com/person_photo/01Elkeson.jpg?Expires=4601247848&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=qNJkU4SOy5oz2fDfWxVo3%2FvmMOs%3D,,前锋,0,3,28,2014,广州恒大淘宝,1000,http://csfile.oss-cn-hangzhou.aliyuncs.com/teamlogo/hengda_s.png?Expires=4600489802&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=i%2BDTRxN52TXNdswfXDZsmNudsAU%3D,2
1,2014,1,,,,,,,,,,,25.8636,,0.0000,,,1.0000,,摩洛哥,21,,1892,1200,哈姆达拉,Abderrazak Hamdallah,9,http://csfile.oss-cn-hangzhou.aliyuncs.com/person_photo/06Abderrazak%20Hamdallah.jpg?Expires=4601247855&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=sXAnaUbJjOBMq9tVfxR1IG3ManQ%3D,,前锋,0,1,22,2014,广州富力,1005,http://csfile.oss-cn-hangzhou.aliyuncs.com/teamlogo/fuli_s.png?Expires=4600490290&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=HAXKoVApmS3fz4ZrPmtND1Lhh5g%3D,4
2,2014,8,,,,,,,,,,,19.5714,,0.0000,,,0.5000,,瑞典,28,,2462,1292,海森,Tobias Hysen,9,http://csfile.oss-cn-hangzhou.aliyuncs.com/person_photo/09Tobias%20Hysen.jpg?Expires=4601247859&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=4uUZMpoMlO2zZjgZIacWglRzkOc%3D,,前锋,0,0,19,2014,上海上港,1008,http://csfile.oss-cn-hangzhou.aliyuncs.com/teamlogo/dongya_s.png?Expires=4600490291&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=lRspDf1kmJJzAq2BQyy0mbiL0Rg%3D,0
3,2014,6,,,,,,,,,,,24.1786,,0.0000,,,0.3214,,巴西,25,,2254,1402,拉蒙,Anselmo Ramon,9,http://csfile.oss-cn-hangzhou.aliyuncs.com/person_photo/12Anselmo%20Ramon.jpg?Expires=4601247866&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=JHbZCOG2RbGeNOaBwGRiW5pafA8%3D,,前锋,1,3,16,2014,杭州绿城,1011,http://csfile.oss-cn-hangzhou.aliyuncs.com/teamlogo/lvcheng_s.png?Expires=4600490291&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=DgAJylKJUXFSqvVwLNPWc2CHJjM%3D,3
4,2014,5,,,,,,,,,,,33.5185,,0.0000,,,0.7407,,黑山,27,,2382,1101,德扬,Dejan Damjanovic,27,http://csfile.oss-cn-hangzhou.aliyuncs.com/person_photo/03Dejan%20Damjanovic.jpg?Expires=4601247851&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=gcoC%2FOAavoSj74%2BANzJcERvMasI%3D,,前锋,1,0,15,2014,北京国安,1002,http://csfile.oss-cn-hangzhou.aliyuncs.com/teamlogo/guoan_s.png?Expires=4600490289&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=eL5N4uTUQOyuGh6YAbViWPrmHjA%3D,4
5,2014,6,,,,,,,,,,,55.6296,,0.0000,,,1.8889,,巴西,26,,2243,1188,达维,Davi Rodrigues,10,http://csfile.oss-cn-hangzhou.aliyuncs.com/person_photo/06Davi.jpg?Expires=4601247854&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=rQpoIJIwcJTXVqZihgis7uyLOvg%3D,,中场,0,1,14,2014,广州富力,1005,http://csfile.oss-cn-hangzhou.aliyuncs.com/teamlogo/fuli_s.png?Expires=4600490290&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=HAXKoVApmS3fz4ZrPmtND1Lhh5g%3D,7
6,2014,2,,,,,,,,,,,26.7619,,0.0000,,,0.7143,,巴西,17,,1590,1062,洛维,Vagner Love,10,http://csfile.oss-cn-hangzhou.aliyuncs.com/person_photo/02Vagner%20Love.jpg?Expires=4601247850&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=J3aB5wLZrGO%2FmnaOOmf1B%2FbYcns%3D,,前锋,0,4,13,2014,山东鲁能泰山,1001,http://csfile.oss-cn-hangzhou.aliyuncs.com/teamlogo/luneng_s.png?Expires=4600490289&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=M8HG%2Feq7hYgDaOortkhw95KSnMo%3D,6
7,2014,1,,,,,,,,,,,25.6923,,0.0000,,,0.3846,,巴西,22,,2013,1167,布鲁诺,Bruno Meneghel,11,http://csfile.oss-cn-hangzhou.aliyuncs.com/person_photo/05Bruno%20Meneghel.jpg?Expires=4601247854&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=Be12vRqnq7rAThNcsF3ZxSKo8tQ%3D,,前锋,0,4,12,2014,大连阿尔滨,1004,http://csfile.oss-cn-hangzhou.aliyuncs.com/teamlogo/aerbing_s.png?Expires=4600490290&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=bsaW3O7p7bMGU%2FWmh3QWZ7L5AvM%3D,2
8,2014,6,,,,,,,,,,,29.7143,,0.0000,,,1.5714,,中国,27,,2410,1284,武磊,Wu Lei,7,http://csfile.oss-cn-hangzhou.aliyuncs.com/person_photo/09Wu%20Lei.jpg?Expires=4601247858&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=28CDdPIHI9rI5AkeJdTCtvJbROQ%3D,,中场,0,1,12,2014,上海上港,1008,http://csfile.oss-cn-hangzhou.aliyuncs.com/teamlogo/dongya_s.png?Expires=4600490291&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=lRspDf1kmJJzAq2BQyy0mbiL0Rg%3D,2
9,2014,2,,,,,,,,,,,22.5217,,0.0000,,,1.6087,,赞比亚,20,,1668,1331,詹姆斯,James Chamanga,12,http://csfile.oss-cn-hangzhou.aliyuncs.com/person_photo/10James%20Chamanga.jpg?Expires=4601247860&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=LVkVfLsZsXHu9QZ0qjBd5DYY%2FGk%3D,,前锋,1,3,11,2014,辽宁盘锦宏运,1009,http://csfile.oss-cn-hangzhou.aliyuncs.com/teamlogo/hongyuan_s.png?Expires=4600490291&OSSAccessKeyId=ZMQayXeY7ZLaB0BH&Signature=mA17jKqo2KO5RVOAAY5l%2FI4oi%2B4%3D,1
